id,ts,source,role,kind,url,product_key,tags,summary,quote,metrics_json,raw_ref
sig-ebr-phone-holder-43493,2026-09-17T12:00:00Z,ebr_forum,demand,wish,https://forums.electricbikereview.com/threads/best-phone-holder.43493/,rad_display_phone_mount,phone_mount|clasp|ebr,"Riders want secure one-hand removal, portrait/landscape, charging access, under $40; Rad bars may need extender.",,{},ebr-catchup-2026-09-17
sig-ebr-charge-plug-51769,2026-09-17T12:05:00Z,ebr_forum,demand,complaint,https://forums.electricbikereview.com/threads/rubber-plug-replacement-on-battery-that-covers-charging-hole.51769/,rad_power_charging_port_dust_cap,charge_cap|oem_oos|ebr,Lost Rad battery charge-port rubber plug; OEM said replacements unavailable; electrical tape workaround; repeated loss reports.,,{},ebr-catchup-2026-09-17
sig-ebr-rear-rack-39327,2026-09-17T12:10:00Z,ebr_forum,demand,wish,https://forums.electricbikereview.com/threads/all-singing-all-dancing-rear-rack-for-rad-rhinoe-rover.39327/,radrunner_off_back_rear_rack_basket,rear_cargo|off_back|ebr,"Stock rack bars did not accept pannier clips; wanted interchangeable slider for panniers, spare battery, top pack, large Rad basket.",,{},ebr-catchup-2026-09-17
sig-ebr-display-condense-56621,2026-09-17T12:15:00Z,ebr_forum,demand,complaint,https://forums.electricbikereview.com/threads/condensation-in-display-sudden-loss-of-motor-power.56621/,rad_display_weather_sun_cover,sun_01|display_weather|ebr,Heavy rain led to display condensation and assist cutout; another rider covers display with zip bag in rain. Supports SUN-01 as weather shield (controller also implicated).,,{},ebr-catchup-2026-09-17
sig-fb-rpboc-cargo-oos-2026-09-17,2026-09-17T18:00:00Z,facebook_rpboc,demand,oos,https://www.facebook.com/groups/rpboc,radrunner_off_back_rear_rack_basket,rear_cargo|passenger|fb,"Front basket+liner interest; RadRunner passenger package OOS; cushion/peg asks. Supports off-back WATCH, not hero.",,{},fb-catchup-2026-09-17
sig-ctx-rad-oem-armed-af59846a,2026-09-17T13:23:00Z,context_dev,health,monitor_change,https://www.radpowerbikes.com/collections/accessories,,context_dev|rad_oem,Context.dev daily monitor armed for Rad OEM accessories; baseline run started. Change events will append later.,,{},mon_af59846a|run_dbef406ae8614e94a98a4f87856995cb
sig-oem-oos-2026-09-18,2026-09-18T16:19:31Z,rad_oem,demand,oos,https://www.radpowerbikes.com/collections/accessories/products.json,radrunner_off_back_rear_rack_basket,oem_oos|passenger|basket|weekday_hunt,"Accessories JSON: Large Front-Mounted Basket OOS; RadRunner Passenger Package OOS (RadRunner 3/Max Passenger Package IN). Supports off-back WATCH / cargo interest, not new hero evidence. No display/sun cover SKU in accessories catalog (OEM gap unchanged). External Battery Charge Port Cover IN; GUB PRO-3 Phone Mount IN; RadRunner Full Fenders IN.",,"{""accessories_products"":66,""accessories_oos_count"":4,""oos_titles"":[""Large Front-Mounted Basket"",""RadRover Rear Rack"",""RadRunner Passenger Package"",""RadWagon Deckpad""],""display_sun_cover_sku_present"":false,""external_battery_charge_port_cover_available"":true,""gub_phone_mount_available"":true,""radrunner_full_fenders_available"":true,""radrunner_3_passenger_package_available"":true}",weekday-2026-09-18|rad_accessories.json
sig-mw-comp-2026-09-18,2026-09-18T16:19:31Z,makerworld,competition,other,https://makerworld.com/en/search/models?keyword=rad%20power%20display%20cover,rad_display_weather_sun_cover,competition|makerworld|weekday_hunt,MakerWorld HTTP OK. Fuzzy site totals NOT used as density. Page-1 notes only: 'rad power display cover' shows Lectric Bikes Display Cover (0 Rad-named); 'rad display sun cover' 0 Rad-named; 'ebike charge port cap' many Bosch/Yamaha/Shimano/Haibike caps (0 Rad-named); 'radrunner basket' includes 1 Rad Power Bikes Front Basket Premium Light Mount among mostly generic baskets. Empty Etsy alone not treated as opportunity (Etsy blocked this run).,,"{""page1_rad_named_display_cover"":0,""page1_lectric_display_cover_seen"":true,""page1_rad_named_sun_cover"":0,""page1_rad_named_charge_port_cap"":0,""page1_rad_named_basket"":1,""fuzzy_totals_discarded"":true}",weekday-2026-09-18|makerworld_search
sig-ebr-report-twr99-2026-09-18,2026-09-18T16:19:31Z,electric_bike_report,demand,other,https://electricbikereport.com/the-weekly-recharge-episode-99/,,ebr_report|rad_business|weekday_hunt,"Homepage OK. TWR Ep99 (Sep 6, 2026) headline: Rad's new owner launches crowdfunding — business/ownership news, not accessory wish-list. No new display/sun-cover/phone-mount/charge-cap/basket/fender demand language on homepage this check. Latest posts are non-Rad reviews (Puckipuppy, AIMA) and TWR Ep100.","Illinois Sets Registration Rules for eMotos, Rad's New Owner Launches a Crowdfunding Campaign, Trek Reveals the 2027 Allant+ FS │ TWR Ep 99",{},weekday-2026-09-18|electricbikereport_home
sig-ctx-nochg-2026-09-18,2026-09-18T16:19:31Z,context_dev,health,monitor_change,,,context_dev|weekday_hunt|no_change,list-changes since 2026-09-17 empty. Preferred monitors active with last_change_at null. Scheduled runs completed without change_detected (Rad OEM run_3f62405a; EBR forums run_27c572ac). Duplicate Rad OEM monitor mon_35d2435da98744eab2b22f26d2adf604 still active alongside mon_af59846a — do not double-count.,,"{""changes_since_2026_09_17"":0,""duplicate_rad_oem_monitors"":2}",weekday-2026-09-18|list-changes
sig-ctx-amazon-chg-2026-09-18e,2026-09-19T01:48:34Z,context_dev,competition,monitor_change,https://www.amazon.com/s?k=rad+power+bikes+accessories,,context_dev|amazon|evening_catchup|jerbor,"Context.dev mon_7cfac79a change (chg_f46a5efb, high/0.98): Amazon Rad accessories SERP added/emphasized Jerbor disc brake rotors, Jerbor headlight for Rad Power, JERBOR kickstand for Radster/RadCity, and a 2-pin 20W LED headlight for Rad Power/RadMini/RadRover; low-stock badge on one headlight; rotor review count 394→395. Result count excerpt shifted 303→280 (ranking churn). Supply/competition shelf signal — not a SoMo hero lock. Display/sun-cover gap not newly closed.",New Rad Power accessory listings and inventory changes,"{""importance"":""high"",""confidence"":0.98,""change_id"":""chg_f46a5efb6f424a3d94676f530340d3ba"",""monitor_id"":""mon_7cfac79ad9a04204b1c4613d5b3d7e45"",""run_id"":""run_f46a5efb6f424a3d94676f530340d3ba"",""serp_results_before_excerpt"":303,""serp_results_after_excerpt"":280}",evening-2026-09-18|mon_7cfac79a|chg_f46a5efb
sig-ctx-rad-oem-dup-chg-2026-09-18e,2026-09-19T02:24:35Z,context_dev,demand,monitor_change,https://www.radpowerbikes.com/collections/accessories,,context_dev|rad_oem|evening_catchup|availability,"Context.dev DUPLICATE mon_35d2435d change (chg_4c569fb7, high/0.98): accessories collection text flipped ""Back Order""→""Add to Cart"". SKU not named in change payload. Evening products.json spot-check still shows same 4 OOS (Large Front-Mounted Basket, RadRunner Passenger Package, RadRover Rear Rack, RadWagon Deckpad) — do NOT treat as core-4 back-in-stock. Primary mon_af59846a still last_change_at null. Duplicate remains active — do not delete / do not double-count as two independent OEM events.",Back Order → Add to Cart,"{""importance"":""high"",""confidence"":0.98,""change_id"":""chg_4c569fb70825435a9a471a451174bcd6"",""monitor_id"":""mon_35d2435da98744eab2b22f26d2adf604"",""run_id"":""run_4c569fb70825435a9a471a451174bcd6"",""primary_monitor_id"":""mon_af59846a1c5842e5a871d2dfcf16d918"",""primary_last_change_at"":null,""products_json_core4_still_oos"":true,""unique_handles_accessories_plus_spare"":131}",evening-2026-09-18|mon_35d2435d|chg_4c569fb7
sig-oem-spotcheck-2026-09-18e,2026-09-19T05:24:00Z,rad_oem,health,other,https://www.radpowerbikes.com/collections/accessories/products.json,,oem_spotcheck|evening_catchup,"Evening OEM spot-check HTTP 200: accessories 66 + spare-parts 65 → 131 unique handles (matches boss 131 earlier tonight; was 134 Sep 15). Core OOS UNCHANGED vs morning: Large Front-Mounted Basket OOS, RadRunner Passenger Package OOS (RadRunner 3/Max Passenger Package IN), RadRover Rear Rack OOS, RadWagon Deckpad OOS. No NEW OOS and no confirmed core back-in-stock in products.json.",,"{""unique_handles"":131,""accessories_count"":66,""spare_parts_raw"":65,""unique_oos_count"":4,""oos_titles"":[""Large Front-Mounted Basket"",""RadRover Rear Rack"",""RadRunner Passenger Package"",""RadWagon Deckpad""],""core_oos_delta_vs_morning"":""none""}",evening-2026-09-18|products.json
youtube:ALeWM4ROM54,2026-09-19T06:26:21.240556Z,youtube,demand,other,https://www.youtube.com/watch?v=ALeWM4ROM54,,cover|display|power|rad|youtube,"Which is better, EggRider or 35 Amp Controller &amp; Display for your Rad Power Bike (Update) (Big Game Bikes)",Find out more about these products here: Eggrider - http://bit.ly/BGBEggrider 35 Amp controller and Display ...,"{""matched_keywords"":[""Rad Power display cover""],""channel_title"":""Big Game Bikes"",""published_at"":""2021-02-23T19:00:02Z"",""video_id"":""ALeWM4ROM54""}",https://www.youtube.com/watch?v=ALeWM4ROM54
youtube:IRvq8QfFOlU,2026-09-19T06:26:21.240556Z,youtube,demand,other,https://www.youtube.com/watch?v=IRvq8QfFOlU,,bike|cover|display|e|power|rad|youtube,LCD Display Features | Rad Tech (Rad Power Bikes),"A step-by-step guide on the features and operation of the Rad Power Bikes LCD Display. If you have more tech questions, feel ...","{""matched_keywords"":[""Rad Power display cover"",""Rad e-bike display cover""],""channel_title"":""Rad Power Bikes"",""published_at"":""2018-03-28T22:38:30Z"",""video_id"":""IRvq8QfFOlU""}",https://www.youtube.com/watch?v=IRvq8QfFOlU
youtube:aniVBeHukYQ,2026-09-19T06:26:21.240556Z,youtube,demand,other,https://www.youtube.com/watch?v=aniVBeHukYQ,,bike|cover|display|e|power|rad|youtube,Rad Power Bikes Rad Rover : Digital Display Troubleshoot (T2 da Bike Guy),Rad Power Bikes Rad Rover Digital Display Failure would not allow the Rad Rover to Power up so we swapped out displays to ...,"{""matched_keywords"":[""Rad Power display cover"",""Rad e-bike display cover""],""channel_title"":""T2 da Bike Guy"",""published_at"":""2022-06-27T18:20:45Z"",""video_id"":""aniVBeHukYQ""}",https://www.youtube.com/watch?v=aniVBeHukYQ
